$N$;Logo 500 08.11.23
$T$;0;yyyyMMdd HHmmss.f
$C$;Empfängerspannung [V];Empfänger LQI [%];Akku Spannung [V];Akku Strom [A];Verbrauchte Kapazität [mAh];Drehzahl (RPM) [1/min];Höhe [m];Restladung [m/s];Absolute Höhe [m];Leistung [W]
$20231108 110105.3;5.6;100;22.6;16.1;588;1970;14;;383;363.9
$20231108 110105.8;5.5;100;22.7;15.2;591;1980;12;;381;345.0
$20231108 110106.3;5.5;100;22.6;15.9;592;1970;8;;377;359.3
$20231108 110106.8;5.5;100;22.6;17.0;595;1970;6;;375;384.2
$20231108 110107.3;5.6;100;22.4;19.7;597;1970;5;;374;441.3
$20231108 110107.8;5.5;100;22.4;20.9;601;1970;4;;373;468.2
$20231108 110108.3;5.6;100;22.4;22.3;604;1970;6;;375;499.5
$20231108 110108.8;5.5;100;22.3;22.3;604;1970;8;;377;497.3
$20231108 110109.3;5.4;100;22.3;22.1;610;1970;12;;381;492.8
$20231108 110109.8;5.5;100;22.3;21.5;615;1980;14;;383;479.4
$20231108 110110.3;5.5;100;22.4;21.0;617;1980;18;;387;470.4
$20231108 110110.8;5.4;100;22.4;19.3;619;1980;19;;388;432.3
$20231108 110111.3;5.5;100;22.1;22.8;622;1970;19;;388;503.9
$20231108 110111.8;5.5;100;22.0;31.1;628;1950;21;;390;684.2
$20231108 110112.3;5.6;100;22.2;23.5;632;1980;21;;390;521.7
$20231108 110112.8;5.5;100;22.1;26.9;634;1970;21;;390;594.5
$20231108 110113.3;5.5;100;22.2;23.1;637;1980;19;;388;512.8
$20231108 110113.8;5.5;100;22.1;28.5;643;1970;17;;386;629.9
$20231108 110114.3;5.4;100;22.0;28.4;646;1980;16;;385;624.8
$20231108 110114.8;5.5;100;22.1;26.4;646;1980;16;;385;583.4
$20231108 110115.3;5.5;100;22.4;18.7;652;1970;17;;386;418.9
$20231108 110115.8;5.6;100;22.2;23.7;656;1970;15;;384;526.1
$20231108 110116.3;5.5;100;22.2;23.7;656;1970;15;;384;526.1
$20231108 110116.8;5.6;100;22.1;26.9;660;1970;15;;384;594.5
$20231108 110117.3;5.5;100;22.0;27.7;666;1980;16;;385;609.4
$20231108 110117.8;5.6;100;22.0;28.5;669;1980;21;;390;627.0
$20231108 110118.3;5.5;100;22.0;29.4;672;1970;23;;392;646.8
$20231108 110118.8;5.6;100;22.0;29.3;676;1980;25;;394;644.6
$20231108 110119.3;5.6;100;22.0;27.1;682;1990;26;;395;596.2
$20231108 110119.8;5.4;100;22.7;7.5;683;1950;33;;402;170.2
$20231108 110120.3;5.5;100;22.8;10.5;684;1920;34;;403;239.4
$20231108 110120.8;5.5;100;22.6;13.5;685;1910;33;;402;305.1
$20231108 110121.3;5.5;100;22.6;13.6;688;1920;32;;401;307.4
$20231108 110121.8;5.5;100;22.7;13.2;690;1930;26;;395;299.6
$20231108 110122.3;5.5;100;22.7;13.0;691;1930;23;;392;295.1
$20231108 110122.8;5.5;100;22.6;14.0;693;1940;20;;389;316.4
$20231108 110123.3;5.6;100;22.7;13.1;694;1940;15;;384;297.4
$20231108 110123.8;5.6;100;22.7;12.2;696;1950;12;;381;276.9
$20231108 110124.3;5.6;100;22.7;13.3;699;1950;10;;379;301.9
$20231108 110124.8;5.5;100;22.6;14.6;701;1950;7;;376;330.0
$20231108 110125.3;5.6;100;22.6;14.6;703;1960;6;;375;330.0
$20231108 110125.8;5.5;100;22.6;15.2;704;1970;6;;375;343.5
$20231108 110126.3;5.6;100;22.6;14.8;707;1980;6;;375;334.5
$20231108 110126.8;5.5;100;22.7;12.8;709;1970;7;;376;290.6
$20231108 110127.3;5.5;100;22.7;14.7;711;1970;8;;377;333.7
$20231108 110127.8;5.5;100;22.6;14.9;712;1970;8;;377;336.7
$20231108 110128.3;5.4;100;22.6;16.4;716;1970;7;;376;370.6
$20231108 110128.8;5.5;100;22.5;19.2;718;1960;5;;374;432.0
$20231108 110129.3;5.6;100;22.4;19.4;720;1970;4;;373;434.6
$20231108 110129.8;5.5;100;22.5;19.1;722;1980;3;;372;429.8
$20231108 110130.3;5.5;100;22.5;18.5;726;1980;2;;371;416.2
$20231108 110130.8;5.6;100;22.4;20.0;728;1980;0;;369;448.0
$20231108 110131.3;5.5;100;22.4;20.2;731;1980;0;;369;452.5
$20231108 110131.8;5.5;100;22.5;16.9;733;1970;0;;369;380.2
$20231108 110132.3;5.5;100;22.5;18.2;737;1980;0;;369;409.5
$20231108 110132.8;5.4;100;22.5;18.2;737;1980;0;;369;409.5
$20231108 110133.3;5.5;100;22.4;18.9;739;1980;0;;369;423.4
$20231108 110133.8;5.6;100;22.4;17.9;743;1980;0;;369;401.0
$20231108 110134.3;5.6;100;22.4;19.8;746;1980;1;;370;443.5
$20231108 110134.8;5.5;100;22.4;18.0;747;1980;1;;370;403.2
$20231108 110135.3;5.5;100;22.6;14.9;750;1980;1;;370;336.7
$20231108 110135.8;5.6;100;22.5;17.0;753;1970;1;;370;382.5
$20231108 110136.3;5.6;100;22.5;17.1;755;1980;1;;370;384.8
$20231108 110136.8;5.6;100;22.4;18.4;758;1980;1;;370;412.2
$20231108 110137.3;5.5;100;22.4;20.7;759;1970;0;;369;463.7
$20231108 110137.8;5.5;100;22.3;22.9;764;1960;0;;369;510.7
$20231108 110138.3;5.5;100;22.2;25.0;767;1970;0;;369;555.0
$20231108 110138.8;5.5;100;22.2;22.3;770;1980;0;;369;495.1
$20231108 110139.3;5.5;100;22.3;21.3;772;1980;0;;369;475.0
$20231108 110139.8;5.6;100;22.3;20.9;777;1980;0;;369;466.1
$20231108 110140.3;5.6;100;22.3;20.9;777;1980;0;;369;466.1
$20231108 110140.8;5.5;100;22.3;21.1;781;1980;1;;370;470.5
$20231108 110141.3;5.6;100;22.3;20.2;784;1980;1;;370;450.5
$20231108 110141.8;5.5;100;22.3;19.6;787;1980;1;;370;437.1
$20231108 110142.3;5.6;100;22.3;20.9;789;1980;1;;370;466.1
$20231108 110142.8;5.5;100;22.3;21.0;793;1980;2;;371;468.3
$20231108 110143.3;5.6;100;22.3;20.7;796;1980;2;;371;461.6
$20231108 110143.8;5.5;100;22.3;19.9;798;1980;2;;371;443.8
$20231108 110144.3;5.6;100;22.3;20.7;800;1980;2;;371;461.6
$20231108 110144.8;5.6;100;22.3;21.1;805;1980;2;;371;470.5
$20231108 110145.3;5.5;100;22.3;20.5;808;1980;3;;372;457.1
$20231108 110145.8;5.5;100;22.3;21.1;810;1980;3;;372;470.5
$20231108 110146.3;5.5;100;22.3;19.3;812;1980;3;;372;430.4
$20231108 110146.8;5.5;100;22.2;22.3;817;1980;4;;373;495.1
$20231108 110147.3;5.5;100;22.3;20.7;819;1980;4;;373;461.6
$20231108 110147.8;5.5;100;22.2;21.4;822;1980;4;;373;475.1
$20231108 110148.3;5.5;100;22.3;19.4;824;1980;5;;374;432.6
$20231108 110148.8;5.6;100;22.3;18.9;828;1980;5;;374;421.5
$20231108 110149.3;5.5;100;22.2;21.1;831;1980;5;;374;468.4
$20231108 110149.8;5.5;100;22.3;18.6;831;1980;5;;374;414.8
$20231108 110150.3;5.6;100;22.4;18.1;836;1980;6;;375;405.4
$20231108 110150.8;5.6;100;22.2;20.5;840;1970;5;;374;455.1
$20231108 110151.3;5.4;100;22.2;20.5;840;1970;5;;374;455.1
$20231108 110151.8;5.5;100;22.3;20.0;842;1980;6;;375;446.0
$20231108 110152.3;5.5;100;22.2;21.2;846;1970;6;;375;470.6
$20231108 110152.8;5.5;100;22.2;22.4;850;1980;7;;376;497.3
$20231108 110153.3;5.4;100;22.1;24.2;852;1980;7;;376;534.8
$20231108 110153.8;5.5;100;22.4;17.2;855;1980;9;;378;385.3
$20231108 110154.3;5.5;100;22.3;18.6;859;1980;9;;378;414.8
$20231108 110154.8;5.6;100;22.3;17.6;861;1980;9;;378;392.5
$20231108 110155.3;5.6;100;22.3;16.8;863;1980;8;;377;374.6
$20231108 110155.8;5.5;100;22.2;20.6;865;1980;7;;376;457.3
$20231108 110156.3;5.6;100;22.3;16.5;870;1980;6;;375;367.9
$20231108 110156.8;5.5;100;22.3;17.7;872;1980;5;;374;394.7
$20231108 110157.3;5.5;100;22.4;14.8;873;1980;4;;373;331.5
$20231108 110157.8;5.5;100;22.5;15.0;875;1980;4;;373;337.5
$20231108 110158.3;5.5;100;22.5;14.5;877;1980;4;;373;326.2
$20231108 110158.8;5.6;100;22.4;15.6;879;1970;3;;372;349.4
$20231108 110159.3;5.4;100;22.3;18.8;883;1970;3;;372;419.2
$20231108 110159.8;5.5;100;22.3;19.1;884;1970;2;;371;425.9
$20231108 110200.3;5.5;100;22.3;20.0;887;1980;1;;370;446.0
$20231108 110200.8;5.5;100;22.3;18.7;889;1980;1;;370;417.0
$20231108 110201.3;5.5;100;22.3;19.1;893;1980;1;;370;425.9
$20231108 110201.8;5.5;100;22.2;20.4;896;1980;1;;370;452.9
$20231108 110202.3;5.6;100;22.2;21.6;898;1980;2;;371;479.5
$20231108 110202.8;5.6;100;22.2;19.9;901;1980;2;;371;441.8
$20231108 110203.3;5.5;100;22.3;20.2;905;1980;3;;372;450.5
$20231108 110203.8;5.5;100;22.2;21.1;907;1980;4;;373;468.4
$20231108 110204.3;5.5;100;22.2;20.4;910;1980;5;;374;452.9
$20231108 110204.8;5.5;100;22.2;20.4;910;1980;5;;374;452.9
$20231108 110205.3;5.6;100;22.2;21.8;917;1970;5;;374;484.0
$20231108 110205.8;5.5;100;22.3;16.5;919;1980;6;;375;367.9
$20231108 110206.3;5.5;100;22.3;18.0;921;1980;5;;374;401.4
$20231108 110206.8;5.5;100;22.1;20.5;923;1970;4;;373;453.1
$20231108 110207.3;5.5;100;22.1;22.2;928;1970;4;;373;490.6
$20231108 110207.8;5.5;100;22.1;22.2;928;1980;4;;373;490.6
$20231108 110208.3;5.6;100;22.1;23.3;931;1970;4;;373;514.9
$20231108 110208.8;5.5;100;22.2;22.1;936;1980;4;;373;490.6
$20231108 110209.3;5.5;100;22.2;16.7;938;1980;4;;373;370.7
$20231108 110209.8;5.5;100;22.2;19.9;941;1970;4;;373;441.8
$20231108 110210.3;5.5;100;22.3;18.7;943;1980;4;;373;417.0
$20231108 110210.8;5.6;100;22.2;19.5;947;1980;4;;373;432.9
$20231108 110211.3;5.5;100;22.4;17.1;949;1970;4;;373;383.0
$20231108 110211.8;5.6;100;22.3;18.0;951;1980;4;;373;401.4
$20231108 110212.3;5.6;100;22.2;19.4;953;1970;3;;372;430.7
$20231108 110212.8;5.5;100;22.2;19.4;958;1980;3;;372;430.7
$20231108 110213.3;5.5;100;22.2;18.9;960;1980;2;;371;419.6
$20231108 110213.8;5.5;100;22.2;18.4;962;1980;2;;371;408.5
$20231108 110214.3;5.5;100;22.2;21.1;964;1980;2;;371;468.4
$20231108 110214.8;5.5;100;22.1;20.3;969;1980;1;;370;448.6
$20231108 110215.3;5.5;100;22.2;20.7;971;1980;1;;370;459.5
$20231108 110215.8;5.6;100;22.2;19.5;973;1980;1;;370;432.9
$20231108 110216.3;5.5;100;22.2;21.1;976;1980;2;;371;468.4
$20231108 110216.8;5.6;100;22.2;19.5;978;1980;2;;371;432.9
$20231108 110217.3;5.5;100;22.2;21.1;981;1980;2;;371;468.4
$20231108 110217.8;5.5;100;22.1;20.0;982;1980;2;;371;442.0
$20231108 110218.3;5.5;100;22.2;20.1;987;1980;2;;371;446.2
$20231108 110218.8;5.5;100;22.2;19.7;990;1980;1;;370;437.3
$20231108 110219.3;5.6;100;22.2;21.9;992;1980;1;;370;486.2
$20231108 110219.8;5.5;100;22.1;20.9;997;1980;1;;370;461.9
$20231108 110220.3;5.5;100;22.2;20.6;999;1980;2;;371;457.3
$20231108 110220.8;5.6;100;22.1;21.1;1001;1980;2;;371;466.3
$20231108 110221.3;5.5;100;22.1;19.0;1004;1980;1;;370;419.9
$20231108 110221.8;5.5;100;22.1;23.2;1009;1970;1;;370;512.7
$20231108 110222.3;5.5;100;22.1;21.2;1011;1980;1;;370;468.5
$20231108 110222.8;5.6;100;22.1;21.0;1013;1980;1;;370;464.1
$20231108 110223.3;5.5;100;22.2;19.6;1015;1980;1;;370;435.1
$20231108 110223.8;5.6;100;22.1;20.0;1020;1980;1;;370;442.0
$20231108 110224.3;5.5;100;22.1;21.6;1023;1980;1;;370;477.4
$20231108 110224.8;5.4;100;22.1;22.4;1025;1980;1;;370;495.0
$20231108 110225.3;5.5;100;22.1;19.5;1027;1980;1;;370;431.0
$20231108 110225.8;5.5;100;22.1;20.3;1030;1980;2;;371;448.6
$20231108 110226.3;5.5;100;22.2;19.9;1032;1980;2;;371;441.8
$20231108 110226.8;5.4;100;22.1;21.3;1034;1980;2;;371;470.7
$20231108 110227.3;5.5;100;22.1;20.8;1039;1980;2;;371;459.7
$20231108 110227.8;5.5;100;22.2;20.0;1041;1980;3;;372;444.0
$20231108 110228.3;5.4;100;22.1;19.0;1044;1980;3;;372;419.9
$20231108 110228.8;5.6;100;22.1;20.0;1046;1980;3;;372;442.0
$20231108 110229.3;5.5;100;22.2;19.8;1050;1980;3;;372;439.6
$20231108 110229.8;5.5;100;22.2;18.0;1053;1980;4;;373;399.6
$20231108 110230.3;5.5;100;22.2;19.4;1054;1980;3;;372;430.7
$20231108 110230.8;5.5;100;22.1;21.9;1057;1980;3;;372;484.0
$20231108 110231.3;5.6;100;22.1;17.9;1062;1970;2;;371;395.6
$20231108 110231.8;5.5;100;22.0;23.0;1064;1960;1;;370;506.0
$20231108 110232.3;5.5;100;21.8;26.9;1067;1960;1;;370;586.4
$20231108 110232.8;5.5;100;21.9;26.4;1070;1970;2;;371;578.2
$20231108 110233.3;5.5;100;21.9;24.9;1073;1980;3;;372;545.3
$20231108 110233.8;5.6;100;22.1;20.1;1076;1980;3;;372;444.2
$20231108 110234.3;5.5;100;22.1;19.8;1080;1980;4;;373;437.6
$20231108 110234.8;5.4;100;22.2;18.7;1083;1980;5;;374;415.1
$20231108 110235.3;5.6;100;22.1;20.2;1085;1980;5;;374;446.4
$20231108 110235.8;5.5;100;22.1;18.8;1087;1980;5;;374;415.5
$20231108 110236.3;5.5;100;22.1;20.3;1092;1980;5;;374;448.6
$20231108 110236.8;5.5;100;22.1;21.4;1094;1970;6;;375;472.9
$20231108 110237.3;5.5;100;22.1;21.2;1096;1980;7;;376;468.5
$20231108 110237.8;5.6;100;22.1;20.8;1099;1980;7;;376;459.7
$20231108 110238.3;5.5;100;22.1;20.1;1103;1980;8;;377;444.2
$20231108 110238.8;5.6;100;22.0;21.9;1106;1980;9;;378;481.8
$20231108 110239.3;5.5;100;22.0;22.6;1109;1980;10;;379;497.2
$20231108 110239.8;5.5;100;21.9;23.8;1111;1970;11;;380;521.2
$20231108 110240.3;5.5;100;22.0;23.4;1116;1970;12;;381;514.8
$20231108 110240.8;5.6;100;22.0;22.4;1119;1980;13;;382;492.8
$20231108 110241.3;5.6;100;22.1;19.0;1122;1980;14;;383;419.9
$20231108 110241.8;5.5;100;22.1;20.3;1123;1970;14;;383;448.6
$20231108 110242.3;5.6;100;22.0;20.9;1128;1980;14;;383;459.8
$20231108 110242.8;5.6;100;22.0;20.9;1128;1980;14;;383;459.8
$20231108 110243.3;5.5;100;22.1;20.1;1133;1980;14;;383;444.2
$20231108 110243.8;5.5;100;22.1;19.4;1135;1980;14;;383;428.7
$20231108 110244.3;5.6;100;22.1;20.6;1137;1980;11;;380;455.3
$20231108 110244.8;5.5;100;22.0;22.1;1140;1980;11;;380;486.2
$20231108 110245.3;5.5;100;22.0;21.2;1142;1980;11;;380;466.4
$20231108 110245.8;5.5;100;22.0;19.9;1147;1970;11;;380;437.8
$20231108 110246.3;5.3;100;22.0;22.6;1150;1980;12;;381;497.2
$20231108 110246.8;5.4;100;22.0;21.3;1152;1980;12;;381;468.6
$20231108 110247.3;5.5;100;22.0;21.1;1154;1980;13;;382;464.2
$20231108 110247.8;5.5;100;22.0;19.7;1159;1980;15;;384;433.4
$20231108 110248.3;5.6;100;22.0;22.5;1162;1970;14;;383;495.0
$20231108 110248.8;5.5;100;21.9;22.5;1162;1980;15;;384;492.8
$20231108 110249.3;5.5;100;22.1;17.7;1167;1980;16;;385;391.2
$20231108 110249.8;5.6;100;22.1;17.7;1169;1970;17;;386;391.2
$20231108 110250.3;5.5;100;22.0;20.1;1171;1970;18;;387;442.2
$20231108 110250.8;5.5;100;22.0;20.4;1176;1980;18;;387;448.8
$20231108 110251.3;5.4;100;22.0;18.7;1178;1980;20;;389;411.4
$20231108 110251.8;5.5;100;22.2;16.0;1180;1980;19;;388;355.2
$20231108 110252.3;5.6;100;22.1;17.3;1182;1970;19;;388;382.3
$20231108 110252.8;5.6;100;22.2;16.4;1186;1980;19;;388;364.1
$20231108 110253.3;5.6;100;22.1;17.8;1188;1980;21;;390;393.4
$20231108 110253.8;5.6;100;22.2;15.4;1190;1980;21;;390;341.9
$20231108 110254.3;5.6;100;22.3;12.7;1192;1980;21;;390;283.2
$20231108 110254.8;5.5;100;22.2;15.2;1195;1970;21;;390;337.4
$20231108 110255.3;5.5;100;22.3;12.9;1197;1970;20;;389;287.7
$20231108 110255.8;5.4;100;22.3;14.5;1199;1980;18;;387;323.3
$20231108 110256.3;5.5;100;22.4;12.6;1200;1980;16;;385;282.2
$20231108 110256.8;5.5;100;22.4;11.4;1203;1980;14;;383;255.4
$20231108 110257.3;5.5;100;22.4;11.1;1204;1980;10;;379;248.6
$20231108 110257.8;5.5;100;22.4;12.1;1205;1980;8;;377;271.0
$20231108 110258.3;5.5;100;22.4;11.3;1207;1980;6;;375;253.1
$20231108 110258.8;5.6;100;22.4;13.0;1210;1980;5;;374;291.2
$20231108 110259.3;5.5;100;22.4;14.1;1211;1970;3;;372;315.8
$20231108 110259.8;5.5;100;22.3;15.0;1213;1980;2;;371;334.5
$20231108 110300.3;5.6;100;22.3;15.3;1214;1980;2;;371;341.2
$20231108 110300.8;5.6;100;22.3;16.1;1216;1980;1;;370;359.0
$20231108 110301.3;5.5;100;22.2;18.9;1220;1980;0;;369;419.6
$20231108 110301.8;5.5;100;22.1;20.6;1220;1980;0;;369;455.3
$20231108 110302.3;5.5;100;22.2;16.4;1225;1980;0;;369;364.1
$20231108 110302.8;5.6;100;22.2;18.1;1226;1980;0;;369;401.8
$20231108 110303.3;5.5;100;22.1;20.9;1229;1980;0;;369;461.9
$20231108 110303.8;5.5;100;22.1;19.3;1229;1980;0;;369;426.5
$20231108 110304.3;5.5;100;22.1;21.0;1236;1980;0;;369;464.1
$20231108 110304.8;5.5;100;22.1;20.0;1238;1980;0;;369;442.0
$20231108 110305.3;5.6;100;22.1;20.5;1240;1980;0;;369;453.1
$20231108 110305.8;5.6;100;22.0;21.5;1240;1980;0;;369;473.0
$20231108 110306.3;5.5;100;22.0;20.8;1248;1980;0;;369;457.6
$20231108 110306.8;5.5;100;22.0;22.2;1250;1980;0;;369;488.4
$20231108 110307.3;5.6;100;22.0;21.6;1253;1980;1;;370;475.2
$20231108 110307.8;5.6;100;22.0;21.5;1255;1980;1;;370;473.0
$20231108 110308.3;5.6;100;22.0;21.5;1258;1980;1;;370;473.0
$20231108 110308.8;5.5;100;22.0;20.8;1260;1980;2;;371;457.6
$20231108 110309.3;5.5;100;22.0;21.0;1264;1980;2;;371;462.0
$20231108 110309.8;5.6;100;22.0;21.0;1264;1980;3;;372;462.0
$20231108 110310.3;5.5;100;22.0;21.8;1269;1980;3;;372;479.6
$20231108 110310.8;5.5;100;21.9;22.0;1272;1980;4;;373;481.8
$20231108 110311.3;5.5;100;22.0;22.4;1277;1980;5;;374;492.8
$20231108 110311.8;5.5;100;21.9;21.7;1279;1980;7;;376;475.2
$20231108 110312.3;5.5;100;22.0;21.7;1279;1980;7;;376;477.4
$20231108 110312.8;5.5;100;22.0;20.9;1284;1980;8;;377;459.8
$20231108 110313.3;5.5;100;22.0;17.4;1289;1980;8;;377;382.8
$20231108 110313.8;5.6;100;22.0;20.6;1292;1970;6;;375;453.2
$20231108 110314.3;5.5;100;22.0;21.1;1293;1980;6;;375;464.2
$20231108 110314.8;5.6;100;22.0;20.4;1296;1980;7;;376;448.8
$20231108 110315.3;5.5;100;22.0;20.0;1301;1980;7;;376;440.0
$20231108 110315.8;5.5;100;22.0;21.2;1303;1980;8;;377;466.4
$20231108 110316.3;5.5;100;22.0;20.6;1305;1980;8;;377;453.2
$20231108 110316.8;5.5;100;22.0;19.8;1308;1980;9;;378;435.6
$20231108 110317.3;5.5;100;22.0;20.4;1312;1980;9;;378;448.8
$20231108 110317.8;5.5;100;21.9;21.1;1314;1980;9;;378;462.1
$20231108 110318.3;5.5;100;21.9;21.1;1314;1980;9;;378;462.1
$20231108 110318.8;5.5;100;21.9;22.4;1320;1980;9;;378;490.6
$20231108 110319.3;5.5;100;22.0;19.7;1324;1980;11;;380;433.4
$20231108 110319.8;5.5;100;22.0;19.7;1324;1980;11;;380;433.4
$20231108 110320.3;5.6;100;21.8;24.2;1327;1970;10;;379;527.6
$20231108 110320.8;5.5;100;21.8;23.9;1333;1980;10;;379;521.0
$20231108 110321.3;5.6;100;21.9;21.8;1335;1980;13;;382;477.4
$20231108 110321.8;5.5;100;21.9;21.7;1338;1980;12;;381;475.2
$20231108 110322.3;5.4;100;21.8;24.7;1340;1970;11;;380;538.5
$20231108 110322.8;5.5;100;21.9;22.2;1346;1970;13;;382;486.2
$20231108 110323.3;5.5;100;21.8;25.6;1348;1980;14;;383;558.1
$20231108 110323.8;5.6;100;22.0;16.2;1351;1980;14;;383;356.4
$20231108 110324.3;5.5;100;22.0;17.9;1353;1980;13;;382;393.8
$20231108 110324.8;5.5;100;22.1;16.7;1357;1980;13;;382;369.1
$20231108 110325.3;5.5;100;22.2;14.0;1358;1980;11;;380;310.8
$20231108 110325.8;5.5;100;22.3;10.8;1360;1980;10;;379;240.8
$20231108 110326.3;5.5;100;22.3;12.8;1361;1970;10;;379;285.4
$20231108 110326.8;5.4;100;22.2;13.6;1363;1980;8;;377;301.9
$20231108 110327.3;5.5;100;22.1;13.3;1364;1980;7;;376;293.9
$20231108 110327.8;5.5;100;22.1;18.4;1368;1960;5;;374;406.6
$20231108 110328.3;5.5;100;22.0;19.7;1370;1970;4;;373;433.4
$20231108 110328.8;5.5;100;22.0;20.3;1372;1970;3;;372;446.6
$20231108 110329.3;5.5;100;22.1;20.3;1375;1980;3;;372;448.6
$20231108 110329.8;5.5;100;22.0;19.7;1379;1980;3;;372;433.4
$20231108 110330.3;5.4;100;22.0;19.7;1379;1980;2;;371;433.4
$20231108 110330.8;5.5;100;22.0;18.7;1384;1980;2;;371;411.4
$20231108 110331.3;5.5;100;22.0;17.1;1385;1980;2;;371;376.2
$20231108 110331.8;5.6;100;22.0;19.4;1389;1980;2;;371;426.8
$20231108 110332.3;5.5;100;22.0;17.9;1392;1980;2;;371;393.8
$20231108 110332.8;5.5;100;22.0;19.1;1393;1980;2;;371;420.2
$20231108 110333.3;5.5;100;22.0;19.6;1396;1980;2;;371;431.2
$20231108 110333.8;5.5;100;22.0;18.2;1401;1980;2;;371;400.4
$20231108 110334.3;5.4;100;22.1;18.3;1403;1980;2;;371;404.4
$20231108 110334.8;5.5;100;22.0;19.1;1405;1980;2;;371;420.2
$20231108 110335.3;5.5;100;21.8;19.2;1407;1970;1;;370;418.6
$20231108 110335.8;5.5;100;21.8;22.1;1412;1960;1;;370;481.8
$20231108 110336.3;5.5;100;21.8;22.1;1412;1980;1;;370;481.8
$20231108 110336.8;5.5;100;22.0;20.6;1414;1970;1;;370;453.2
$20231108 110337.3;5.5;100;21.9;21.8;1419;1970;0;;369;477.4
$20231108 110337.8;5.5;100;21.8;24.2;1421;1970;0;;369;527.6
$20231108 110338.3;5.5;100;21.8;23.8;1424;1980;0;;369;518.8
$20231108 110338.8;5.5;100;21.8;23.2;1427;1980;1;;370;505.8
$20231108 110339.3;5.5;100;21.9;22.7;1432;1980;2;;371;497.1
$20231108 110339.8;5.5;100;21.9;22.1;1435;1980;3;;372;484.0
$20231108 110340.3;5.6;100;21.9;21.7;1437;1980;4;;373;475.2
$20231108 110340.8;5.5;100;21.9;21.0;1440;1980;5;;374;459.9
$20231108 110341.3;5.5;100;21.9;21.8;1444;1980;5;;374;477.4
$20231108 110341.8;5.5;100;21.9;20.2;1447;1980;6;;375;442.4
$20231108 110342.3;5.5;100;21.9;21.5;1449;1980;7;;376;470.9
$20231108 110342.8;5.5;100;21.9;23.1;1452;1980;8;;377;505.9
$20231108 110343.3;5.5;100;21.9;23.1;1454;1980;9;;378;505.9
$20231108 110343.8;5.6;100;21.9;23.2;1457;1980;10;;379;508.1
$20231108 110344.3;5.5;100;21.8;24.4;1462;1970;11;;380;531.9
$20231108 110344.8;5.5;100;21.8;23.8;1465;1980;12;;381;518.8
$20231108 110345.3;5.6;100;21.9;21.1;1468;1980;12;;381;462.1
$20231108 110345.8;5.5;100;21.9;20.5;1469;1970;14;;383;448.9
$20231108 110346.3;5.5;100;21.9;20.7;1474;1980;14;;383;453.3
$20231108 110346.8;5.5;100;21.8;21.5;1477;1980;15;;384;468.7
$20231108 110347.3;5.5;100;21.9;21.2;1479;1980;15;;384;464.3
$20231108 110347.8;5.5;100;21.9;18.5;1481;1980;16;;385;405.1
$20231108 110348.3;5.5;100;21.9;17.8;1486;1980;17;;386;389.8
$20231108 110348.8;5.6;100;22.0;19.0;1488;1980;16;;385;418.0
$20231108 110349.3;5.5;100;22.0;18.2;1490;1980;15;;384;400.4
$20231108 110349.8;5.4;100;21.9;19.2;1492;1980;14;;383;420.5
$20231108 110350.3;5.5;100;22.0;17.5;1497;1980;13;;382;385.0
$20231108 110350.8;5.5;100;22.0;14.5;1499;1980;10;;379;319.0
$20231108 110351.3;5.5;100;22.1;14.9;1500;1970;9;;378;329.3
$20231108 110351.8;5.5;100;22.2;14.1;1502;1980;8;;377;313.0
$20231108 110352.3;5.5;100;22.1;14.8;1505;1980;7;;376;327.1
$20231108 110352.8;5.5;100;22.2;12.6;1506;1980;6;;375;279.7
$20231108 110353.3;5.4;100;22.1;15.0;1506;1980;6;;375;331.5
$20231108 110353.8;5.5;100;22.1;15.2;1510;1980;4;;373;335.9
$20231108 110354.3;5.5;100;22.1;15.6;1513;1980;4;;373;344.8
$20231108 110354.8;5.5;100;22.1;15.6;1513;1980;4;;373;344.8
$20231108 110355.3;5.5;100;22.1;15.7;1515;1980;4;;373;347.0
$20231108 110355.8;5.5;100;22.1;17.0;1518;1970;3;;372;375.7
$20231108 110356.3;5.5;100;22.0;19.8;1521;1970;3;;372;435.6
$20231108 110356.8;5.5;100;22.0;18.6;1523;1980;2;;371;409.2
$20231108 110357.3;5.5;100;22.0;19.7;1525;1980;2;;371;433.4
$20231108 110357.8;5.6;100;22.0;18.3;1529;1980;2;;371;402.6
$20231108 110358.3;5.6;100;22.0;18.7;1531;1970;1;;370;411.4
$20231108 110358.8;5.5;100;22.0;17.7;1533;1980;1;;370;389.4
$20231108 110359.3;5.5;100;21.9;20.4;1535;1970;1;;370;446.8
$20231108 110359.8;5.5;100;21.9;22.3;1540;1970;0;;369;488.4
$20231108 110400.3;5.5;100;21.9;21.6;1542;1980;1;;370;473.0
$20231108 110400.8;5.5;100;22.0;19.0;1544;1980;0;;369;418.0
$20231108 110401.3;5.5;100;21.9;20.2;1546;1980;0;;369;442.4
$20231108 110401.8;5.6;100;21.9;23.1;1549;1980;0;;369;505.9
$20231108 110402.3;5.5;100;21.9;21.6;1552;1980;0;;369;473.0
$20231108 110402.8;5.4;100;21.8;21.0;1557;1980;0;;369;457.8
$20231108 110403.3;5.5;100;21.9;22.2;1559;1980;0;;369;486.2
$20231108 110403.8;5.5;100;21.9;21.2;1561;1980;1;;370;464.3
